Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
DELL LATITUDE 5500 – CORE I7 8TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 92,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5500-core-i7-8th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ DELL LATITUDE 5500⭕ PROCESSOR CORE I7 8TH GEN⭕ Memory : DDR4 8GB RAM⭕ Display Type : Screen 15.6 INCH FULLHD SCREEN⭕ HARD DISK- 256GB NVME SSD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE⭕ WINDOWS 10 & 11 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5510 – I5 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 92,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5510-i5-10th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,GOOD CONDITION GENERATION – INTEL CORE I5 10TH GENERATION PROCESSOR BRAND – DELL MODEL – DELL LATITUDE 5510  RAM / MEMORY – DDR4 8GB RAM HARD DISK – 256GB NVME SSD SCREEN – 15.6 INCH FULLHD  DISPLAY CAMERA : HD WEB CAM BLUETOOTH : AVAILABLE 03 MONTH HARDWARE WARRANTY  01 YEAR SERVICE WARRANTY
HP ELITEBOOK 840 G7 CORE I5 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 93,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-840-g7-i5-10th-8gb-256gb-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ CONDITION – GOOD CONDITION⭕ BRAND – HP⭕ MODEL – HP ELITEBOOK 840 G7⭕ PROCESSOR – INTEL CORE I5 10TH GEN⭕ MEMORY – DDR4 8GB⭕ STORAGE – 256GB NVME M.2 SSD⭕ DISPLAY – 14-INCH DIAGONAL FHD (1920 x 1080) IPS ANTI-GLARE⭕ GRAPHICS – INTEGRATED INTEL UHD GRAPHICS 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 3510 – CORE I5 10TH GEN – 8GB RAM – 256GB NVME SSD USED LAPTOP,"Rs 93,000.00",MD Computers,https://mdcomputers.lk/product/dell-vostro-3510-core-i5-10th-gen-8gb-ram-256gb-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ BRAND – DELL⭕ MODEL – Dell LATITUDE 3510⭕ PROCESSOR – INTEL CORE I5 10TH GEN⭕ MEMORY : DDR4 8GB RAM CARD⭕ Display Type : Screen 15.6 INCH FULLHD SCREEN DISPLAY⭕ HARD DISK- 256GB M.2 SSD⭕ BACKLIT KEYBOARD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE⭕ Finger Prin👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5420 – INTEL CORE I5 11TH GEN / 8GB RAM /256GB NVME SSD USED LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5420-i5-11th-gen-8gb-ram-256gb-nvme-ssd-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕Dell Latitude -Core i5 11TH Gen +8GB RAM -256GB NVME SSD / Laptop⭕ Dell Latitude 5420⭕ CORE I5 11TH GEN PROCESSOR⭕ Memory : DDR4 8GB RAM CARD⭕ Display Type : Screen 14 INCH⭕ HARD DISK- 256GB M.2 SSD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 3420 – INTEL CORE I5 11TH GEN -8GB RAM /256GB NVME SSD USED LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-3420-intel-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,"Dell Latitude 3420 Intel Core i5 11th Gen Laptop – Business Performance with Premium ReliabilityThe Dell Latitude 3420 Intel Core i5 11th Gen Laptop is a premium business-class notebook designed to deliver exceptional performance, reliability, and portability for professionals, students, and home users alike. Powered by the 11th Generation Intel Core i5 processor, this laptop offers the perfect balance of speed and efficiency, making it an excellent choice for everyday computing, office work, online learning, programming, and multitasking.Whether you’re working from home, attending virtual meetings, managing business tasks, or enjoying entertainment, the Dell Latitude 3420 provides a smooth and responsive experience. With its durable build quality, lightweight design, and advanced connectivity options, this laptop is built to keep up with your daily productivity.Powerful 11th Generation Intel Core i5 ProcessorAt the heart of the Dell Latitude 3420 is the Intel Core i5-1135G7 11th Generation Processor, featuring 4 cores and 8 threads with Turbo Boost speeds up to 4.20GHz. This modern processor delivers outstanding performance for demanding office applications, web browsing with multiple tabs, Microsoft Office, accounting software, programming environments, and multimedia tasks.Compared to older generations, the 11th Gen Intel architecture offers improved processing power, better energy efficiency, and enhanced graphics performance, ensuring faster application loading and smoother multitasking.Brilliant 14-inch Full HD DisplayThe Dell Latitude 3420 features a 14-inch Full HD (1920 × 1080) Anti-Glare display that produces sharp text, vibrant colors, and excellent clarity. The anti-glare coating reduces reflections, allowing you to work comfortably in bright environments such as offices, classrooms, or outdoor spaces.Whether you’re editing documents, attending Zoom meetings, watching videos, or browsing the web, the Full HD screen delivers an enjoyable and productive viewing experience.Fast DDR4 Memory and NVMe SSD StorageThe Latitude 3420 supports high-speed DDR4 memory, allowing smooth multitasking even when multiple applications are running simultaneously. Users can easily upgrade the memory in the future to meet increasing workload demands.The included PCIe NVMe SSD provides significantly faster boot times, quicker software launches, and rapid file transfers compared to traditional hard drives. You’ll spend less time waiting and more time getting work done.Intel Iris Xe GraphicsEquipped with Intel Iris Xe Graphics, the Dell Latitude 3420 delivers impressive integrated graphics performance. It easily handles Full HD video playback, photo editing, presentations, and light creative workloads. Casual gaming and basic graphic design applications also run smoothly without requiring a dedicated graphics card.Built for Business ProductivityDell’s Latitude series is trusted worldwide by businesses because of its durability, reliability, and security features. The Latitude 3420 continues this tradition with a professional design that is ideal for office environments, educational institutions, and remote work.Its comfortable full-size keyboard provides an excellent typing experience during long working hours, while the precision touchpad ensures accurate navigation.Modern Connectivity OptionsStay connected wherever you work with a wide range of connectivity options, including:USB Type-C with DisplayPort and Power DeliveryUSB 3.2 Type-A portsUSB 2.0 portHDMI outputRJ-45 Ethernet portmicroSD card reader3.5mm headphone/microphone combo jackWi-Fi 6 supportBluetooth 5.x technologyThese versatile ports make it easy to connect external monitors, projectors, storage devices, printers, and other accessories without hassle.HD Webcam for Online MeetingsThe integrated HD webcam delivers clear video quality for online meetings, virtual classes, and video conferencing through platforms such as Zoom, Microsoft Teams, and Google Meet. Built-in microphones provide clear voice communication for professional conversations and online collaboration.Lightweight and Portable DesignWeighing approximately 1.5 kg, the Dell Latitude 3420 is easy to carry between the office, home, school, or client meetings. Its compact 14-inch form factor fits comfortably into backpacks and laptop bags, making it an excellent companion for users who travel frequently.Excellent Battery EfficiencyThanks to Intel’s energy-efficient 11th Generation architecture, the Latitude 3420 delivers reliable battery performance for everyday productivity. Combined with Dell’s intelligent power management features, users can confidently work throughout the day with fewer interruptions.Ideal ForThe Dell Latitude 3420 is perfect for:Business professionalsOffice usersStudentsTeachersProgrammersFreelancersAccountantsOnline classesRemote workersSmall business ownersEveryday home computingKey SpecificationsIntel Core i5-1135G7 11th Generation ProcessorIntel Iris Xe Graphics14-inch Full HD (1920 × 1080) Anti-Glare DisplayDDR4 RAM (Upgradeable)PCIe NVMe SSD StorageWi-Fi 6Bluetooth 5.xUSB Type-CHDMIRJ-45 LANHD WebcamWindows 11 CompatibleWhy Choose the Dell Latitude 3420?The Dell Latitude 3420 combines premium build quality, dependable business-class performance, and modern features in a compact, portable design. Whether you’re managing office tasks, studying online, working remotely, or handling everyday computing needs, this laptop offers the speed, reliability, and flexibility to keep you productive.Its powerful 11th Gen Intel Core i5 processor, Full HD display, upgradeable memory, fast NVMe SSD support, and extensive connectivity make it a smart long-term investment for users seeking a professional laptop at an excellent value. If you need a dependable notebook that delivers consistent performance day after day, the Dell Latitude 3420 is an outstanding choice.  03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY CONTAC US MORE DETAILSLOCATION : Opposite Of NSB Bank Homagama"
HP ELITEBOOK X360 1040 G7 – INTEL CORE I5 10TH GEN / 16GB RAM / 256GB NVME SSD USED LAPTOP ( SCREEN NO TOUCH ),"Rs 99,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-x360-1040-g7-intel-core-i5-10th-gen-16gb-ram-256gb-nvme-ssd-used-laptop-screen-no-touch/,HP,Unknown,Used,16GB,256 NVME,SCREEN NO TOUCH GENERATION – CORE I5 10TH GEN BRAND – HP ELITEBOOK MODEL – X360 1040 G7 MEMORY –16GB RAM HARD DISK – 256GB NVME HD Web Cam USB 3.0 WINDOWS 10 & 11
LENOVO E15 – INTEL CORE I5 10TH GEN – 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 100,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-e15-intel-core-i5-10th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,LENOVO,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ MODEL – LENOVO E15⭕ BRAND – LENOVO⭕ PROCESSOR – INTEL CORE I5 10TH GEN⭕ MEMORY – DDR4 8GB RAM⭕ DISPLAY TYPE  – 15 INCH ⭕ STORAGE – 256GB NVME SSD⭕ WINDOWS 11👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5420 – CORE I7 11TH GEN / 8GB RAM / 256GB SSD USED LAPTOP ( DISPLAY WHITE PATCH ),"Rs 102,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5420-core-i7-11th-gen-8gb-ram-256gb-ssd-used-laptop-display-white-patch/,Dell,Unknown,Used,8GB,256 SSD,"⭕ DISPLAY WHITE PATCH , HDMI NOT WORKING⭕ GENERATION – INTEL CORE I7 11TH GENERATION PROCESSOR⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5420⭕  RAM / MEMORY – DDR4 8GB RAM⭕ HARD DISK – 256GB NVME SSD⭕ SCREEN – 14 INCH⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE✔ 03 MONTH HARDWARE WARRANTY✔ 01 YEARS SERVICE WARRANTY"
DELL LATITUDE 5320 – INTEL CORE I5 11TH GEN 16GB RAM 256GB NVME SSD USED LAPTOP,"Rs 105,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5320-intel-core-i5-11th-gen-16gb-ram-256gb-nvme-ssd-used-2-in-1-laptop/,Dell,Unknown,Used,16GB,256 NVME,⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5320⭕GENERATION – CORE I5 11TH GENERATION⭕ MEMORY – 16GB RAM⭕ STORAGE – 256GB NVME⭕ SCREEN SIZE – 13.3-INCH FHD (1920×1080) IPS⭕ WIRELESS – Wi-Fi 6 (802.11ax) + Bluetooth 5.1/5.2.⭕ CAMERA : HD WEB CAM⭕ WINDOWS 10 & 11👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
HP ELITEBOOK 840 G8 – INTEL CORE I5 11TH GEN /8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 107,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-840-g8-intel-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ BRAND – HP⭕ MODEL – ELITEBOOK 840 G8⭕ GENERATION – I5 11TH GEN⭕ RAM – DDR4 8GB⭕14 INCH⭕ SSD – 256GB M.2 SSD⭕ Inbuilt Microphone Yes⭕ Webcam Yes⭕ Audio Solution HD Audio Solution⭕ Speakers Two Integrated Stereo Speakers👉03 MONTH HARDWARE  WARRANTY👉01 YEARS SERVICE WARRANTY
HP ELITEBOOK 850 G7 – CORE I5 10TH GEN – 8GB RAM – 256GB NVME SSD USED LAPTOP,"Rs 108,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-850-g7-core-i5-10th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,HP,Unknown,Used,8GB,256 NVME,GOOD CONDITION HP ELITEBOOK 850 G7 CORE I5 10TH GEN PROCESSOR DDR4 8GB RAM CARD DISPLAY TYPE -SCREEN 15 INCH FULLHD DISPLAY HARD DISK- 256GB  SSD CAMERA – HD WEBCAM WIFI : AVAILABLE 03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5430 – INTEL CORE I5 12TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 112,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5430-intel-core-i5-12th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,GOOD CONDITION DELL LATITUDE  5430 CORE I5 12TH GEN PROCESSOR DDR4 8GB RAM CARD DISPLAY TYPE -SCREEN 14 INCH FULLHD DISPLAY HARD DISK- 256GB  SSD CAMERA – HD WEBCAM WIFI : AVAILABLE 03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5430 – INTEL CORE I5 12TH GEN / 8GB RAM / 256GB NVME SSD REFUBLISH LAPTOP (WITH BOX),"Rs 127,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5430-intel-core-i5-12th-gen-8gb-ram-256gb-nvme-ssd-refublish-laptop-with-box/,Dell,Unknown,Used,8GB,256 NVME,REFUBLISH DELL LATITUDE  5430 CORE I5 12TH GEN PROCESSOR DDR4 8GB RAM CARD DISPLAY TYPE -SCREEN 14 INCH FULLHD DISPLAY HARD DISK- 256GB  SSD CAMERA – HD WEBCAM WIFI : AVAILABLE WITH BOX 06 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5530 – CORE I5 12TH GEN – 8GB RAM – 256GB SSD USED LAPTOP,"Rs 128,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5530-core-i5-12th-gen-16gb-ram-256gb-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 SSD,⭕ GOOD CONDITION⭕ GENERATION – INTEL CORE I5 12TH GEN PROCESSOR⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5530⭕  RAM / MEMORY – DDR4 8GB RAM⭕ STORAGE – 256GB SSD⭕ SCREEN – 15.6 INCH FULLHD  DISPLAY⭕ HD Web Cam⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE✔ 03 MONTH HARDWARE WARRANTY✔ 01 YEARS SERVICE WARRANTY
