Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
"Laptop i5 7th Gen|8GB RAM|Wi-Fi|Dell Latitude 3480 - SSD,RAM Can Upgrade","Rs 59,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/laptop-i5-7th-gen8gb-ramwi-fidell-latitude-3480-ssdram-can-upgrade-for-sale-colombo,,,,8GB,128 SSD,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛----------------------------------------------------------------DELL I5 7TH GEN USE LAPTOP - Rs.59950/=MODEL - Dell Latitude 3480RAM - 8GB (Memory Max Up to 32GB)Hard Drive - 128GB SSD (Can Be Updated)Display - 14"" DisplayWeb camera Wi-Fi LANOperating System – 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions.9THIS PRICE IS VALID ONLY FOR 03 DAYS (15082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
Lenovo ThinkPad T480 Core i5-8th Gen|8GB RAM|256GB NVme Laptop,"Rs 79,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t480-core-i5-8th-gen8gb-ram256gb-nvme-laptop-for-sale-colombo,,,,8GB,256 NVME,"𝗟𝗲𝗻𝗼𝘃𝗼 𝗧𝗵𝗶𝗻𝗸𝗣𝗮𝗱 𝗧𝟰𝟴𝟬 𝗰𝗼𝗿𝗲 𝗶𝟱 𝟴𝘁𝗵 𝗚𝗲𝗻 | 𝟴𝗚𝗕 𝗥𝗮𝗺 | 𝟮𝟱𝟲𝗚𝗕 𝗡𝗩𝗠𝗲 𝗟𝗮𝗽𝘁𝗼𝗽 😍🔥 ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗰𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 )__________________________________Special offer Price -Rs.79,500/=_________________________________Model – Lenovo ThinkPad T480✅ Processor : intel Core i5-8365U 8th Generation Turbo Processor up to 3.60 GHz ( 6MB Cache)✅ Display Type : 14” inch Full HD (1920×1080), IPS Display✅ Memory : 8GB DDR4 Ram up to 32GB✅ 256GB NVMe SSD✅ Graphics : Intel® UHD Graphics✅ Backlit keyboard*✅ HD camera | Type C✅ Windows 11 Installed LicensedRs.79,500/=03 months Warranty Fully Hardwar01 Years Service WarrantyLife Time Software Warrantyඅපෙන් දැන් ඔයාලට මාස 60ක් දක්වා….Credit Card ඔස්සේ වාරික වශයෙන් ලැප්ටොප් ගෙවන්න ගන්න පුලුවන් 😍❤️📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko payment accepted"
Dell G15 AMD Ryzen 5 5600H RTX 3050/4GB 8GB DDR4 512GB SSD laptop,"Rs 212,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-g15-amd-ryzen-5-5600h-rtx-3050-4gb-8gb-ddr4-512gb-ssd-laptop-for-sale-colombo-9,,,,Unknown,512 SSD,"𝗗𝗲𝗹𝗹 𝗚𝟭𝟱 𝗔𝗠𝗗 𝗥𝘆𝘇𝗲𝗻 𝟱 - 𝟱𝟲𝟬𝟬𝗛 | 𝗥𝗧𝗫 𝟯𝟬𝟱𝟬/𝟰𝗚𝗕 | 𝟴𝗚𝗕 𝗥𝗮𝗺 | 𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 | 𝟭𝟱.𝟲 𝗶𝗻𝗰𝗵 𝗙𝗛𝗗 , 𝟭𝟮𝟬𝗛𝘇 𝗟𝗮𝗽𝘁𝗼𝗽 😍🔥__________________________________Contact us : Special offer Price - Rs 212,000/=__________________________________Model – Dell G15 5515✅ Processor : AMD Ryzen™ 5 - 5600H ( 5000 series ) Turbo Processor up to 4.40GHz ( 16M Cache )✅ Display Type: 15.6 inch Full HD (1920x1080) , 120Hz , Display✅ Memory : 8GB DDR4 Ram✅ 512GB PCIe® 4.0 NVMe✅ Graphics : NVIDIA® GeForce RTX™ 3050/4GB GDDR6 Graphics✅ Backlit Keyboard✅ Windows 11 Installed LicensedRs 212,000/=03 months Warranty Fully Hardwar01 Years Service WarrantyLife Time Software Warrantyඅපෙන් දැන් ඔයාලට මාස 60ක් දක්වා….Credit Card ඔස්සේ වාරික වශයෙන් ලැප්ටොප් ගෙවන්න ගන්න පුලුවන් 😍❤️📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko & Payzy payment accepted"
HP Core i5 8th Gen Laptop 8GB RAM 1TB + 240GB SSD,"Rs 72,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-core-i5-8th-gen-laptop-8gb-ram-1tb-240gb-ssd-for-sale-colombo,,,,8GB,240 SSD,"💻 HP 15-da1xxx laptop for sale. 📋 Specifications: 🔹 Intel Core i5-8265U 8th Generation processor 🔹 8GB DDR4 RAM – 2400MHz 🔹 Lexar NS100 1TB SSD (2 years warranty remaining) 🔹 Kingston A400 240GB SSD 🔹 Approximately 1.24TB total SSD storage 🔹 Intel UHD Graphics 620 🔹 15.6-inch display 🔹 64-bit operating system 🔌 Original Charger included ✅ The laptop is in good working and physical condition, with normal signs of use. It is suitable for office work, university studies, online classes, browsing and everyday use. 🔋 Please note: The battery currently lasts approximately 30–40 minutes without power. Perfectly works with connected power. If you need a battery replacement, that can be arranged. 🔄 Selling because I upgraded to another laptop. 💰 Price: Rs. 72,500 (Negotiable) 📍 Location: Kohuwala 📞 Contact"
Asus VivoBook E15 AMD Ryzen 5-7520U|8GB RAM| 512GB SSD Laptop,"Rs 186,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-e15-amd-ryzen-5-7520u8gb-ram-512gb-ssd-laptop-for-sale-colombo,,,,8GB,512 SSD,"𝗕𝗿𝗮𝗻𝗱 𝗡𝗲𝘄 𝗔𝗦𝗨𝗦 𝗩𝗶𝘃𝗼𝗯𝗼𝗼𝗸 𝗘𝟭𝟱 𝗔𝗠𝗗 𝗥𝘆𝘇𝗲𝗻 𝟱-𝟰𝟬 | 𝟭𝟱.𝟲 𝗶𝗻𝗰𝗵 𝗙𝗛𝗗 | 𝟴𝗚𝗕 𝗗𝗗𝗥𝟱 𝗥𝗮𝗺 | 𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 | 𝗔𝗠𝗗 𝗥𝗮𝗱𝗲𝗼𝗻 𝗚𝗿𝗮𝗽𝗵𝗶𝗰𝘀 𝗟𝗮𝗽𝘁𝗼𝗽 😍💛____________________________________Special offer Price - Rs 186,000/=___________________________________Model – ASUS Vivobook E1504FA-BQ1968✅ Processor : AMD Ryzen 5-40 Processor Turbo Processor up to 4.30 GHz ( 4M Cache )✅ Display Type: 15.6 inch Full HD (1920x1080) Display✅ Memory : 8GB DDR5 Ram✅ 512GB NVMe SSD✅ Wifi 6E✅ Backlit keyboard✅ Graphics : AMD Radeon Graphics✅ Windows 11 Installed LicensedRs 186,000/=12 months Warranty Fully Hardware02 Years Service WarrantyLife Time Software Warrantyඅපෙන් දැන් ඔයාලට මාස 60ක් දක්වා….Credit Card ඔස්සේ වාරික වශයෙන් ලැප්ටොප් ගෙවන්න ගන්න පුලුවන් 😍❤️📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko payment accepted"
2 in 1 convertable Laptop,"Rs 42,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/2-in-1-convertable-laptop-for-sale-colombo,,,,4GB,60 STORAGE,"🛑ජර්මනියෙන් ආනයනය කරන ලද, උසස් තත්වයේ,Medion 2in1 laptop🟢Pentium ( 2.16ghz) Processor 🟢4GB Ram🟢60 GB storage ( can be extended) 🟢AMD Graphics 🟢Touch Display 🟢Removable Tab 🇩🇪Imported From German🛑මාස 6ක වගකීමක් සහිතව.. දශක 3ක පලපුරුදු ලංකාවේ පළමුතම හා එකම ආයතනයෙන් ඔබත් අදම ලබා ගන්න..🛑❗️තොග සිමිතයි ❗️42000/="
core i5 11th Gen Latitude 7420 16GB laptop,"Rs 105,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-11th-gen-latitude-7420-16gb-laptop-for-sale-colombo,,,,256GB,256 NVME,"💻 වසර 05 කට වැඩි අත්දැකීම් සහ දිගු වගකීමක් සමඟ, ලංකාවේ අඩුම මිලට හොඳම දේ onestore.lk වෙතින්..♻️Lowest price with warranty ✅🌇 100% Condition 🤝✳️ Rs.105,000/- Only💥🤝 💻 Dell Latitude 7420Lightweight, Durable & Fast⚡ PerformanceIntel Core i5-1135G7 (11th Gen)Up to 4.20GHz Turbo Speed4 Cores | 8 Threads | 8MB CacheIntel® Iris® Xe Graphics (Shared 8GB)🖥 Display14” Full HD IPS1920 × 1080 ResolutionClear, Anti-glare Panel🚀 Memory & Storage16 GB DDR4 RAM256GB NVMe SSD (Fast Boot & Load)🔋 Battery2–4 Hours Usage (Depends on Workload)🔌 Connectivity2 × USB 3.22 × USB-C (Thunderbolt 4)HDMI 2.0MicroSD + Audio Jack📡 WirelessWi-Fi 6Bluetooth 5.2🎧 MultimediaDual Speakers720p HD Camera + Privacy ShutterDual Microphones🔐 Additional Key FuturesBacklit (Optional)Fingerprint Scanner (Optional)💻 OS SupportWindows 10 / 11Linux Compatible💰 Price & WarrantyRs. 105,000/-✅ 3 Months Hardware Warranty✅ 2 Years Service WarrantyExchange possible (with laptops only) ✅🔺 ලංකාවේ ඕනෑම තැනකට පැය 24ක් ඇතුළත Cash on Delivery බෙදාහැරීම 100% විශ්වාසය හා ආරක්ෂාව සමඟ සිදු කරයි.🔺ISLAND WIDE Cash on Delivery ACCEPT WITHIN ONE DAY  🔜🚛📦🚚 ✅📦Visit our Website For More Products - onestore.lkVisit our Showroom Location : No 420,4th Floor Jana Jaya City Center RajagiriyaNear The Rajagiriya Flyover show this ad when visiting our showroom to purchase this laptop at this price.මෙම ලැප්ටොප් එක මිලදී ගැනීමට අපගේ ප්‍රදර්ශනාගාරයට පැමිණීමේදී මෙම මිලට ලබා ගැනීමට මෙම දැන්වීම පෙන්වන්න.Open Hours:Weekdays 9.00 am - 6.30PMWeekend 10.00 am - 7.30PMPoya Day 10.00 am - 6.30PM"
Brand New ASUS VIVOBOOK Core 5 120U 14th Gen|512GB NVMe|8GB DDR5 Laptop,"Rs 205,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-core-5-120u-14th-gen512gb-nvme8gb-ddr5-laptop-for-sale-colombo-3,,,,Unknown,512 NVME,"𝗕𝗿𝗮𝗻𝗱 𝗡𝗲𝘄 𝗔𝘀𝘂𝘀 𝗩𝗶𝘃𝗼𝗕𝗼𝗼𝗸 𝗫𝟭𝟱 𝗖𝗼𝗿𝗲 𝟱-𝟭𝟮𝟬𝗨 𝟭𝟰𝘁𝗵 𝗚𝗲𝗻 | 𝟭𝟱.𝟲 𝗶𝗻𝗰𝗵 𝗙𝘂𝗹𝗹 𝗛𝗗 | 𝟴𝗚𝗕 𝗗𝗗𝗥𝟱 𝗥𝗮𝗺 | 𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 𝗟𝗮𝗽𝘁𝗼𝗽 😱❤️________________________________Special offer Price - Rs 205,000/=____________________________________Model – Asus VivoBook X1504VA✅ Processor : intel Core 5-120U 14th Generation Turbo Processor up to 5.00 GHz (12MB Intel® Smart Cache )✅ Display Type : 15.6 inch Full HD (1920 x 1080) , IPS Display✅ Memory : 8GB DDR5 Ram✅ 512GB NVMe Super Fast SSD✅ Graphics : Integrated Intel® Graphics✅ HD camera With privacy shutter✅ Windows 11Rs 205,000/=12 months Warranty Fully Hardwar02 Years Service WarrantyLife Time Software Warranty📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko payment accepted"
Dell Latitude 3400 Intel Core I5 8th Gen 8GB RAM 256GB SSD Used Laptop,"Rs 73,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-3400-intel-core-i5-8th-gen-8gb-ram-256gb-ssd-used-laptop-for-sale-colombo-48,,,,8GB,256 SSD,"⭕මෙම විශේෂ දීමනාව IKMAN.LK පාරිභෝගිකයන් සදහා පමණක් වන අතර දීමනාව ලබා ගැනීම සදහා මෙම දැන්වීම ඉදිරිපත් කළ යුතුවේ.⭕Brand New Condition⭕දැන් Koko Payment හරහා වාරික 3කින් වගේම Payzy  Payment හරහා ඔයාට වාරික 4කින් ද ගෙවීමේ  ක්‍රමයට අපෙන් උපාංග මිල දී ගැනීමේ හැකියාව තිබේ.😍⭕ ඔබට අවශ්‍ය ප්‍රෙමානයෙන් යුත් විශාල ප්‍රේමාණයක් අප ආයතනයේ ඇත. ඔබට ඇවිත් තෝරා ගත හැකි අතර අවශ්‍ය නම් නිවසටම ගෙන්වා දිය හැක .⭕ ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 10ක කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !To Visit Our Web Site – Https://mdcomputers.Lk............................................................                                               Md Computers                                                                     .............................................................Model	Dell Latitude 3400Processor	Intel Core i5 8th Generation (i5-8250U / i5-8265U)Processor Cores	4 Cores / 8 ThreadsBase Clock	1.6 GHzTurbo Boost	Up to 3.9 GHzGraphics	Intel UHD Graphics 620Display Size	14-inchResolution	HD (1366×768) or Full HD (1920×1080)RAM	8GB (Upgradeable)Storage	256GBOperating System	Windows 10 Pro / Windows 11 Pro (Supported)Wireless	Wi-Fi + BluetoothEthernet	Gigabit LANWebcam	HD WebcamAudio	Stereo SpeakersPorts	USB 3.1, USB Type-C, HDMI, RJ-45, SD Card Reader, Audio JackBattery	3-Cell Lithium-IonWeight	Approximately 1.67 kgColor	Black🔰 Visit Web Store:- https://mdcomputers.lk🌏 අපේ Location එක 👉 https://maps.app.goo.gl/9mhPQoD9ss2FpUoY6අපේ Shop එක තියෙන්නේ👉 හෝමාගම (  Opposite Of NSB Bank Homagama )"
"Asus Vivobook - Intel Core 7 150U +16GB RAM /512GB NVME SSD ,New Laptop","Rs 267,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-intel-core-7-150u-16gb-ram-512gb-nvme-ssd-new-laptop-for-sale-colombo-8,,,,16GB,512 NVME,⭕️ මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.⭕️ මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි☃️ 💥🔥✨2026 OFFERS ✨🔥💥☃️💥 ✨Hurry Up Limited Stocks........⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/⭕ LIMITED STOCK OFFER💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.-------------------------------------I mac.lk------------------------------------------------⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි⭕ BRAND - ASUS VIVOBOOK - INTEL CORE 7 150U + 16GB RAM /512GB NVME SSD -NEW LAPTOP⭕ GENERATION -INTEL CORE 7 150U PROCESSOR⭕ MODEL - ASUS VIVOBOOK X1504VAP⭕ MEMORY - DDR5 16GB RAM CARD⭕ SSD - 512GB GEN4 NVME SSD CARD ⭕ SCREEN : 15.6 INCH FULLHD DISPLAY⭕ BATTERY - 3CELL 42WH⭕ WINDOWS 11👉 01 YEAR HARDWARE WARRANTY👉 02 YEARS SERVICE WARRANTY👉📞CALL MORE DETAILS💻👉I MAC.LK 👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL )..
Dell Latitude 5300 - 8th Gen i7 Laptop,"Rs 90,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5300-8th-gen-i7-laptop-for-sale-kurunegala-32,,,,Unknown,256 SSD,"🖥️ Dell Latitude 5300 ✅ Processor: Intel Core i7 – 8th Generation ✅ RAM: 8 GB DDR4✅ Storage: 256 GB SSD✅ Display: 13.3” Full HD✅ Warranty: 3 Months Laptop Bay WarrantyWe have a vast collection of Laptops, ranging from low to high price categories.📍 Locations: Colombo - https://maps.app.goo.gl/3L1JszVsENPJGfFd9Kandy - https://maps.app.goo.gl/kteo573rgtd1zu3a7📲 Call or WhatsApp us for more information.🌐 Website:🔗 www.laptopbay.lk🔍 Google:🔗 https://g.co/kgs/v8WNFKp"
HP Elitebook i5 | 16GB RAM Laptop,"Rs 77,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-i5-16gb-ram-laptop-for-sale-colombo,,,,16GB,256 M.2,"Elitebook 850 G6 🇦🇺🦘 💯Brand new looking premium, busines edition 💙Aluminum build (15.6 Full HD Glassy display)i5 8th gen | 16GB DDR 4 + one free slot  | 256GB m.2 SSD🫆 Fingerprint | privacy protection web cam 📷❤️Office 2024 plus installed💚Photoshop 2023 intalled 🪟🪟Genuine window 11 digital keyAll drivers installed Battery health 90% up (offline up to 4hours +)💡Backlight numeric keyboard💡Superb visual, and audio than any other laptop at this price rangePorts : ✅⚡️Type c charging and data transfer ✅2 type A✅SIM card port ✅Hdmi ✅Headphone jack✅Ethernet port Good for office work and student No errors | no repairs has done✅Exchange possible with only macbook and I can give cashLocation arawwala Pannipitiya"
Asus vivobook Laptop,"Rs 150,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-laptop-for-sale-kurunegala,,,,8GB,Unknown,Asus vivobook i5 13th GenBrand New 8GB RamI brought it with me when I came from Dubai
MSI Modern 15 Core i5 13th Gen 8GB RAM 512GB NVME Laptop,"Rs 218,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-8gb-ram-512gb-nvme-laptop-for-sale-colombo-110,,,,8GB,512 NVME,☃️💥🔥✨2026 OFFERS ✨🔥💥☃️                                            💥✨Hurry Up Limited Stocks........                                            ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.                                            💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ ලබාදීමට අප කටයුතු කරන්නෙමු.                                            ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.                                            ⭕වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/                                                       ----------------------------------I mac.lk------------------------------------------------                                            ⭕ BRAND-NEW LAPTOP / MSI MODERN 15 -I5 13TH GEN + 8GB RAM / 512GB NVME SSD + NEW LAPTOP                                            ⭕ BRAND - MSI MODERN 15 F13MG                                            ⭕ INTEL CORE I5 13TH GEN ( I5 -1334U PROCESSOR )                                            ⭕ RAM / MEMORY - 8GB RAM CARD                                            ⭕ SSD - 512GB M.2 NVME                                            ⭕ SCREEN SIZE - 15.6 INCH FULLHD DISPLAY                                             ⭕ Intel Iris XE Graphics                                            ⭕ WINDOWS 11                                            👉02 Years Company Warranty                                             👉📞CALL MORE DETAILS                                            💻👉I MAC.LK                                             👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
NEC Versapro Intel Celeron X360 8GB RAM 128GB Mini Laptop,"Rs 65,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/nec-versapro-intel-celeron-x360-8gb-ram-128gb-mini-laptop-for-sale-colombo-55,,,,8GB,Unknown,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.    ⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි    ☃️💥🔥✨2026 OFFERS ✨🔥💥☃️    💥✨Hurry Up Limited Stocks........    ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.    💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.    ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.    ⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/    ------------------------------------I mac.lk------------------------------------------------     ⭕ limited time offer    ⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි    ⭕ BRAND NEW LAPTOP     🧿 BRAND – NEC    🧿 GENERATION – INTEL CELERON    🧿 MODEL – NEC VERSAPRO ( VEE11R5 )    🧿 MEMORY – 8GB RAM    🧿 STORAGE –128GB CHIP ( 64GB + 64GB )    ✔ 06 MONTH HARDWARE WARRANTY    👉📞CALL MORE DETAILS    💻👉I MAC.LK     👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
