brand,model,condition,currency,dual_sim,has_5g,has_esim,warranty_days,storage_gb,ram_gb,battery_health_percent,listed_price,phone_type,model_tier,brand_tier,phone_age_years,is_flagship
Oppo,A31,used,LKR,1,0,0,0.0,256.0,8.0,,21999.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,8000.0,android,3,2,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,16000.0,android,3,3,3.0,0
Honor,X6,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Oppo,A17,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Huawei,Y7p,used,LKR,1,0,0,0.0,64.0,4.0,,11000.0,android,3,2,3.0,0
Xiaomi,Redmi 14C,used,LKR,1,0,0,0.0,256.0,8.0,,18500.0,android,3,2,3.0,0
Oppo,A5s,used,LKR,1,0,0,0.0,64.0,2.0,,15500.0,android,3,2,3.0,0
Samsung,Galaxy A06,used,LKR,1,0,0,0.0,128.0,4.0,,18500.0,android,3,3,3.0,0
Samsung,Galaxy A06,used,LKR,1,0,0,0.0,64.0,4.0,,19990.0,android,3,3,3.0,0
Xiaomi,Redmi Note 9,used,LKR,1,0,0,0.0,128.0,4.0,,19990.0,android,4,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,4.0,,18990.0,android,3,3,3.0,0
Samsung,Galaxy A30,used,LKR,1,0,0,0.0,64.0,3.0,,14350.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,11800.0,android,3,2,3.0,0
Xiaomi,Redmi Note 9S,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,4,2,3.0,0
Samsung,Galaxy J1,used,LKR,1,0,0,0.0,64.0,1.0,,4200.0,android,3,3,3.0,0
Samsung,Galaxy A03,used,LKR,1,0,0,0.0,64.0,3.0,,11000.0,android,3,3,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Vivo,Y1S,used,LKR,1,0,0,0.0,64.0,2.0,,10500.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,3,3.0,0
Huawei,Y9,used,LKR,1,0,0,0.0,64.0,4.0,,8500.0,android,3,2,3.0,0
Samsung,Galaxy Note 4,used,LKR,1,0,0,0.0,64.0,3.0,,9000.0,android,3,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,11000.0,android,3,2,3.0,0
Huawei,Y6,used,LKR,1,0,0,0.0,64.0,2.0,,9500.0,android,3,2,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,12000.0,android,3,2,3.0,0
Motorola,G34,used,LKR,1,0,0,0.0,64.0,4.0,,12000.0,android,3,2,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,3,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,64.0,2.0,,6000.0,android,3,3,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,3,3.0,0
Xiaomi,Redmi 13C,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,2,3.0,0
Tecno,spark 8c,used,LKR,1,0,0,0.0,64.0,2.0,,8500.0,android,3,1,3.0,0
Huawei,Y7,used,LKR,1,0,0,0.0,64.0,3.0,,17000.0,android,3,2,3.0,0
Xiaomi,Redmi Note 8,used,LKR,1,0,0,0.0,64.0,4.0,,13000.0,android,4,2,3.0,0
Samsung,Galaxy M13,used,LKR,1,0,0,0.0,64.0,4.0,,15500.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,11000.0,android,3,2,3.0,0
Vivo,Y51,used,LKR,1,0,0,0.0,64.0,4.0,,13000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,13555.0,android,3,2,3.0,0
Samsung,Galaxy M01,used,LKR,1,0,0,0.0,64.0,3.0,,9500.0,android,3,3,3.0,0
Samsung,Galaxy A12,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,3,3,3.0,0
Xiaomi,Redmi 10,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,2,3.0,0
Samsung,Galaxy A14,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,3,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,15500.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,2,3.0,0
Oppo,A5s,used,LKR,1,0,0,0.0,64.0,4.0,,15555.0,android,3,2,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,3.0,,13555.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,15500.0,android,3,2,3.0,0
Oppo,A77s,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Xiaomi,Redmi Note 9 Pro,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,4,2,3.0,0
Samsung,Galaxy A04s,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Oppo,A54,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,2,3.0,0
Honor,X5,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,2,3.0,0
Xiaomi,Redmi 10A,used,LKR,1,0,0,0.0,64.0,2.0,,13500.0,android,3,2,3.0,0
Samsung,Galaxy M21,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,3,3.0,0
Vivo,Y95,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Huawei,Y9,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Samsung,Galaxy S23,used,LKR,1,1,1,0.0,256.0,8.0,,98000.0,android,8,3,3.0,1
Vivo,Y17,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,9500.0,android,3,2,3.0,0
Xiaomi,Redmi Note 8,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,4,2,3.0,0
Samsung,Galaxy F05,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,2,3,3.0,0
Samsung,Galaxy M10,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy A32,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,3,3.0,0
Xiaomi,Redmi A3,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,2,2,3.0,0
Xiaomi,Redmi 9,used,LKR,1,0,0,0.0,128.0,3.0,,17500.0,android,3,2,3.0,0
Samsung,Galaxy M32,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,3,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,15550.0,android,3,2,3.0,0
Samsung,Galaxy A30,used,LKR,1,0,0,0.0,64.0,3.0,,8000.0,android,3,3,3.0,0
Samsung,Galaxy A31,used,LKR,1,0,0,0.0,128.0,4.0,,14000.0,android,3,3,3.0,0
Samsung,Galaxy A30,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy M04,used,LKR,1,0,0,0.0,64.0,4.0,,17500.0,android,3,3,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,3,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,12500.0,android,3,3,3.0,0
Vivo,Y19,used,LKR,1,0,0,0.0,256.0,4.0,,17999.0,android,3,2,3.0,0
Samsung,Galaxy A05,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,3,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,2.0,,15999.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,19999.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,3.0,,14999.0,android,3,2,3.0,0
ZTE,Blade V30,used,LKR,1,0,0,0.0,128.0,4.0,,19500.0,android,3,1,3.0,0
Oppo,A15s,used,LKR,1,0,0,0.0,64.0,4.0,,13000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12500.0,android,3,2,3.0,0
Oppo,A5,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Xiaomi,Redmi 8,used,LKR,1,0,0,0.0,64.0,4.0,,11500.0,android,3,2,3.0,0
Samsung,Galaxy J4,used,LKR,1,0,0,0.0,64.0,4.0,,7000.0,android,3,3,3.0,0
ZTE,Blade A51,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,1,3.0,0
Samsung,Galaxy A12,used,LKR,1,0,0,0.0,64.0,3.0,,11000.0,android,3,3,3.0,0
Infinix,Smart 9,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,1,3.0,0
Xiaomi,Redmi 13,used,LKR,1,0,0,0.0,64.0,6.0,,20000.0,android,3,2,3.0,0
Huawei,Y7a,used,LKR,1,0,0,0.0,64.0,4.0,,15500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,15999.0,android,3,2,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,3.0,,15999.0,android,3,2,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,64.0,3.0,,9000.0,android,3,3,3.0,0
Sony,Xperia XZ,used,LKR,1,0,0,0.0,64.0,3.0,,14500.0,android,3,3,3.0,0
Tecno,Spark 8c,used,LKR,1,0,0,0.0,64.0,2.0,,18000.0,android,3,1,3.0,0
Tecno,Pop 7,used,LKR,1,0,0,0.0,64.0,2.0,,15500.0,android,3,1,3.0,0
Samsung,Galaxy A50,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,5,3,3.0,0
Samsung,Galaxy M21,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,3,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,13500.0,android,3,3,3.0,0
Xiaomi,Redmi Note 8 Pro,used,LKR,1,0,0,0.0,64.0,6.0,,20000.0,android,4,2,3.0,0
Xiaomi,Redmi A3,used,LKR,1,0,0,0.0,128.0,4.0,,20000.0,android,2,2,3.0,0
Infinix,Hot 30,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,1,3.0,0
Vivo,V15 PRO,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,2,3.0,0
Xiaomi,Redmi A3,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,2,2,3.0,0
ZTE,Blade A34,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,1,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,9000.0,android,3,2,3.0,0
Xiaomi,Poco C55,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Samsung,Galaxy Note 4,used,LKR,1,0,0,0.0,32.0,3.0,,9250.0,android,3,3,3.0,0
Huawei,Y6p,used,LKR,1,0,0,0.0,64.0,3.0,,9800.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,16000.0,android,3,3,3.0,0
Samsung,Galaxy J1,used,LKR,1,0,0,0.0,64.0,1.0,,5000.0,android,3,3,3.0,0
Samsung,Galaxy A03,used,LKR,1,0,0,0.0,64.0,3.0,,14999.0,android,3,3,3.0,0
Honor,X5b,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,2,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,32.0,3.0,,13000.0,android,3,3,3.0,0
Samsung,Galaxy J8,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,3,3,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,5500.0,android,3,3,3.0,0
Xiaomi,Redmi A3,used,LKR,1,0,0,0.0,64.0,4.0,,19500.0,android,2,2,3.0,0
Xiaomi,Redmi Note 9,used,LKR,1,0,0,0.0,128.0,3.0,,18000.0,android,4,2,3.0,0
Huawei,P20,used,LKR,1,0,0,0.0,128.0,4.0,,12000.0,android,3,2,3.0,0
Samsung,Galaxy A21s,used,LKR,1,0,0,0.0,64.0,3.0,,18000.0,android,3,3,3.0,0
Huawei,Y7,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,3,2,3.0,0
Xiaomi,Redmi 8A,used,LKR,1,0,0,0.0,64.0,2.0,,4500.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,9500.0,android,3,3,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,2,2,3.0,0
Xiaomi,Poco M3,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,4,2,3.0,0
Honor,X5,used,LKR,1,0,0,0.0,64.0,4.0,,17999.0,android,3,2,3.0,0
Samsung,Galaxy J8,used,LKR,1,0,0,0.0,64.0,3.0,,16500.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,11000.0,android,3,2,3.0,0
Samsung,Galaxy S9,used,LKR,1,0,0,0.0,64.0,6.0,,12500.0,android,3,3,3.0,0
Samsung,Galaxy A51,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,5,3,3.0,0
Samsung,Galaxy A21s,used,LKR,1,0,0,0.0,64.0,4.0,,19990.0,android,3,3,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
ZTE,Blade A36,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,1,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,19999.0,android,3,2,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,2.0,,15999.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,3.0,,14999.0,android,3,2,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,10500.0,android,3,2,3.0,0
Huawei,P20 Lite,used,LKR,1,0,0,0.0,128.0,4.0,,13500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,9000.0,android,3,2,3.0,0
Oppo,A15s,used,LKR,1,0,0,0.0,256.0,8.0,,10800.0,android,3,2,3.0,0
Xiaomi,Redmi A2,used,LKR,1,0,0,0.0,64.0,2.0,,20000.0,android,2,2,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,64.0,3.0,,12000.0,android,3,3,3.0,0
Samsung,Galaxy A51,used,LKR,1,0,0,0.0,128.0,8.0,,18500.0,android,5,3,3.0,0
Tecno,Spark 10c,used,LKR,1,0,0,0.0,64.0,4.0,,18020.0,android,3,1,3.0,0
Xiaomi,Poco X3,used,LKR,1,0,0,0.0,64.0,6.0,,15000.0,android,4,2,3.0,0
Samsung,Galaxy J6,used,LKR,1,0,0,0.0,64.0,4.0,,11000.0,android,3,3,3.0,0
Samsung,Galaxy A72,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,5,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Motorola,E22,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,3,3.0,0
Realme,C11,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Honor,X5,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,14000.0,android,2,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,15499.0,android,3,2,3.0,0
Huawei,Y6p,used,LKR,1,0,0,0.0,64.0,3.0,,12000.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,6990.0,android,3,2,3.0,0
Samsung,Galaxy A22,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,3,3,3.0,0
Oppo,A5,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,2,3.0,0
Samsung,Galaxy A20,used,LKR,1,0,0,0.0,64.0,3.0,,17000.0,android,3,3,3.0,0
Samsung,Galaxy S6,used,LKR,1,0,0,0.0,64.0,3.0,,10500.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,2,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,32.0,1.0,,12000.0,android,3,2,3.0,0
Samsung,Galaxy J6+,used,LKR,1,0,0,0.0,64.0,4.0,,7500.0,android,3,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,11000.0,android,3,2,3.0,0
Samsung,Galaxy A06,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,6000.0,android,3,2,3.0,0
Samsung,Galaxy A06,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,3,3.0,0
Vivo,Y71,used,LKR,1,0,0,0.0,128.0,8.0,,20000.0,android,3,2,3.0,0
ZTE,Blade A31,used,LKR,1,0,0,0.0,64.0,4.0,,12000.0,android,3,1,3.0,0
Huawei,Y7a,used,LKR,1,0,0,0.0,64.0,4.0,,19800.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,15800.0,android,3,3,3.0,0
Samsung,Galaxy M01,used,LKR,1,0,0,0.0,64.0,3.0,,5000.0,android,3,3,3.0,0
Samsung,Galaxy A30,used,LKR,1,0,0,0.0,64.0,3.0,,10500.0,android,3,3,3.0,0
Oppo,A37,used,LKR,1,0,0,0.0,64.0,2.0,,6000.0,android,3,2,3.0,0
ZTE,Blade A31,used,LKR,1,0,0,0.0,64.0,4.0,,12000.0,android,3,1,3.0,0
Oppo,A15,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,12000.0,android,3,2,3.0,0
Samsung,Galaxy A51,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,5,3,3.0,0
Oppo,A54,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Realme,C11,used,LKR,1,0,0,0.0,64.0,4.0,,14500.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,14000.0,android,3,3,3.0,0
Samsung,Galaxy A12,used,LKR,1,0,0,0.0,64.0,3.0,,16000.0,android,3,3,3.0,0
Xiaomi,Xiaomi 12,used,LKR,1,0,0,0.0,128.0,4.0,,16000.0,android,3,2,3.0,0
Huawei,Y9,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
ZTE,Blade A36,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,1,3.0,0
Xiaomi,Redmi 13C,used,LKR,1,0,0,0.0,64.0,4.0,,6000.0,android,3,2,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,32.0,2.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy J2,used,LKR,1,0,0,0.0,64.0,1.0,,3500.0,android,3,3,3.0,0
Xiaomi,Redmi 2,used,LKR,1,0,0,0.0,16.0,4.0,,7990.0,android,3,2,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,17000.0,android,3,3,3.0,0
Oppo,A37,used,LKR,1,0,0,0.0,64.0,2.0,,4500.0,android,3,2,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,32.0,2.0,,7500.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,11500.0,android,3,2,3.0,0
Huawei,Y9,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,2,3.0,0
Oppo,A5,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,2,3.0,0
Samsung,Galaxy A13,used,LKR,1,0,0,0.0,128.0,3.0,,19500.0,android,3,3,3.0,0
Oppo,A5x,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy A03,used,LKR,1,0,0,0.0,64.0,3.0,,12000.0,android,3,3,3.0,0
Samsung,Galaxy A32,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,3,3,3.0,0
Xiaomi,Redmi Note 10,used,LKR,1,0,0,0.0,64.0,4.0,,17500.0,android,4,2,3.0,0
Oppo,A53,used,LKR,1,0,0,0.0,64.0,4.0,,15900.0,android,3,2,3.0,0
Samsung,Galaxy A04s,used,LKR,1,0,0,0.0,64.0,3.0,,14000.0,android,3,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,9500.0,android,3,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,16500.0,android,3,3,3.0,0
Huawei,Y7p,used,LKR,1,0,0,0.0,64.0,4.0,,13000.0,android,3,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,19000.0,android,3,3,3.0,0
Xiaomi,Redmi Note 13,used,LKR,1,0,0,0.0,64.0,6.0,,20000.0,android,4,2,3.0,0
Samsung,Galaxy A01,used,LKR,1,0,0,0.0,64.0,2.0,,6500.0,android,3,3,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,64.0,1.0,,8000.0,android,3,2,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,18500.0,android,3,3,3.0,0
Xiaomi,Redmi 9,used,LKR,1,0,0,0.0,64.0,3.0,,8000.0,android,3,2,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,32.0,1.0,,8500.0,android,3,2,3.0,0
Samsung,Galaxy J2,used,LKR,1,0,0,0.0,64.0,1.0,,5500.0,android,3,3,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,32.0,3.0,,18000.0,android,3,3,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,32.0,1.0,,8500.0,android,3,2,3.0,0
Samsung,Galaxy A05,used,LKR,1,0,0,0.0,64.0,4.0,,19500.0,android,3,3,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy A03,used,LKR,1,0,0,0.0,64.0,3.0,,11000.0,android,3,3,3.0,0
Samsung,Galaxy Note 10 Lite,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,3,3.0,0
ZTE,Blade V30,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,1,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,15555.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,13500.0,android,3,2,3.0,0
Xiaomi,Redmi A1,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,2,2,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,32.0,3.0,,12500.0,android,2,2,3.0,0
Samsung,Galaxy A20s,used,LKR,1,0,0,0.0,64.0,3.0,,12000.0,android,3,3,3.0,0
Xiaomi,Redmi 14C,used,LKR,1,0,0,0.0,64.0,4.0,,13800.0,android,3,2,3.0,0
Honor,X5,used,LKR,1,0,0,0.0,64.0,4.0,,14500.0,android,3,2,3.0,0
Samsung,Galaxy A30,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,3,3.0,0
Xiaomi,Redmi 14C,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Vivo,Y21,used,LKR,1,0,0,0.0,64.0,4.0,,19999.0,android,3,2,3.0,0
Samsung,Galaxy A04e,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Xiaomi,Redmi Note 10s,used,LKR,1,0,0,0.0,64.0,6.0,,17500.0,android,4,2,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,64.0,2.0,,15999.0,android,3,2,3.0,0
ZTE,Blade A34,used,LKR,1,0,0,0.0,64.0,2.0,,19990.0,android,3,1,3.0,0
Realme,C11,used,LKR,1,0,0,0.0,32.0,4.0,,10000.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,12000.0,android,3,2,3.0,0
Vivo,Y19,used,LKR,1,0,0,0.0,256.0,4.0,,17999.0,android,3,2,3.0,0
Samsung,Galaxy A04e,used,LKR,1,0,0,0.0,64.0,3.0,,14500.0,android,3,3,3.0,0
Samsung,Galaxy J6+,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,3,3.0,0
Huawei,Nova 3i,used,LKR,1,0,0,0.0,128.0,4.0,,13800.0,android,3,2,3.0,0
Xiaomi,Redmi Note 8,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,4,2,3.0,0
Samsung,Galaxy A02s,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,32.0,2.0,,11000.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,64.0,4.0,,19999.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,14999.0,android,3,2,3.0,0
Honor,10,used,LKR,1,0,0,0.0,128.0,6.0,,17000.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,7000.0,android,3,3,3.0,0
Huawei,Nova 2i,used,LKR,1,0,0,0.0,64.0,4.0,,9500.0,android,3,2,3.0,0
Xiaomi,Redmi 10A,used,LKR,1,0,0,0.0,64.0,2.0,,12000.0,android,3,2,3.0,0
Samsung,Galaxy J6+,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,3,3.0,0
Samsung,Galaxy A13,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,3,3.0,0
Samsung,Galaxy F05,used,LKR,1,0,0,0.0,64.0,4.0,,18900.0,android,2,3,3.0,0
Huawei,Y9,used,LKR,1,0,0,0.0,32.0,4.0,,7900.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,7500.0,android,3,2,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy M01,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Vivo,Y04,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,3,2,3.0,0
